ID,R_min,R_max,R_mean,R_median,R_std,G_min,G_max,G_mean,G_median,G_std,B_min,B_max,B_mean,B_median,B_std,pixel_ratio,area,perimeter,circularity_laplacian,bounding_box_ratio,center_mass_x,center_mass_y,bug type,species
204,0,230,50.54562121343595,27.0,51.38129345712074,0,208,44.90806673029986,21.0,49.41981511081494,0,255,47.06847353771602,25.0,49.71733150876019,0.03745425,898902,5794,0.3364846282599762,0.8509520682862771,2928.024638948406,1889.2271059581576,Bumblebee,Bombus hortorum
205,0,225,61.39199133810695,47.0,49.52138228095746,0,201,57.78973972447045,39.0,49.44539632619843,0,226,50.09537653512314,34.0,45.7237634299383,0.034826875,835845,5822,0.3098783327740471,0.9069767441860463,2761.90071005988,1594.110003649002,Bumblebee,Bombus hortorum
206,15,255,139.82972061053698,138.0,54.88564030024654,0,255,112.52731942969788,107.0,48.21922402088206,0,255,105.3281665198968,99.0,54.17174967900742,0.0216230416666666,518953,5021,0.2586767811570987,0.7793427230046949,3149.4448456796667,2309.69945833245,Bee,Apis mellifera
207,13,255,187.2324104860513,201.0,55.81017698319744,11,255,170.20538518442467,184.0,53.60535328510341,10,255,152.6855211303201,166.0,48.713515733467695,0.0633095,1519428,9209,0.2251464187856975,0.9749303621169916,2478.429084497587,2297.7221855856283,Butterfly,Macroglossum stellatarum
208,19,255,154.78137530442055,158.0,45.545000786744296,17,255,135.69457854665322,132.0,49.59630297516832,13,255,126.91816160734054,127.0,54.5889174672709,0.0271006666666666,650416,7222,0.1567061756802265,1.00398406374502,3271.890693033382,2111.948357666478,Butterfly,Macroglossum stellatarum
209,0,255,64.54610141850519,47.0,54.560804418254605,0,255,56.38186944213668,36.0,50.02751342522865,0,255,42.26043109018739,25.0,42.45119908813466,0.010833,259992,2893,0.3903668961677843,1.225146198830409,3069.7166489738147,1593.1548701498507,Bumblebee,Bombus hortorum
210,0,255,57.092521781465216,38.0,51.85157245194903,0,255,47.9957975380267,29.0,45.87597747503047,0,255,37.495288712180376,19.0,46.786175311957855,0.012324125,295779,3380,0.3253447475527194,1.2050264550264551,3167.234800306986,1976.213118578398,Bumblebee,Bombus hortorum
211,0,255,72.60908573625528,52.0,59.91080260436272,0,255,72.53419761630143,55.0,58.760370983120765,0,255,76.91844982698962,62.0,60.87832072223988,0.013546875,325125,4549,0.1974369145985984,1.0440613026819925,3214.821696270665,1550.884336793541,Bee,Thyreus
212,2,255,72.45839761993112,66.0,49.4612311793315,3,255,80.8242095189735,74.0,54.57306027050572,0,255,64.79707569217949,47.0,54.522747968784735,0.006400375,153609,2026,0.4702703998309234,0.9655172413793104,2746.4772637019964,2641.298621825544,Bee,Thyreus
213,4,255,117.5688062732433,113.0,52.044538007603535,2,255,101.40415198669017,107.0,50.80077160448332,0,255,74.78958394499902,67.0,46.894236972789656,0.013624,326976,3308,0.375486855908741,0.852112676056338,2978.54175841652,1890.776405607751,Bee,Apis mellifera
214,0,255,64.95735896066915,60.0,51.62448760816572,0,255,56.20595598267782,43.0,48.01866448264922,0,255,46.81347214806905,31.0,47.15272456699813,0.03511875,842850,5040,0.4169645011459301,1.100502512562814,3096.167898202528,2415.0396915228093,Bumblebee,Bombus hortorum
215,3,247,69.99023670862782,51.0,57.36548644777741,2,255,58.93270145373776,43.0,47.97927667830672,0,255,45.41641591051051,31.0,41.08701352174409,0.016076375,385833,3395,0.4206585074425776,1.014388489208633,2668.2484028063955,2054.1247379047413,Bumblebee,Bombus hortorum
216,0,255,115.65409906971796,119.0,67.8750974696064,0,255,94.63771851913532,94.0,62.41748579396052,0,255,84.80132395187144,72.0,62.910206918717954,0.0360285,864684,5569,0.3503586555756022,1.2475728155339805,2735.6723485111324,2677.520587867938,Bumblebee,Bombus hortorum
217,3,255,114.63219754577844,115.0,54.78655240608329,0,255,97.7083697367806,104.0,54.35260320048081,0,255,75.56213933621684,63.0,53.274533811724304,0.02317775,556266,4755,0.3091657225573182,0.8235294117647058,3275.9156141126728,2115.4732663869445,Bee,Apis mellifera
218,2,255,141.6508815048478,146.0,64.15728432171079,1,255,118.03080697634914,116.0,63.14326813498946,0,255,98.94900195029857,93.0,61.66344180726921,0.019377375,465057,4406,0.301041981645496,1.0451977401129944,2963.5350892471247,1941.9356573495293,Bumblebee,Bombus pascuorum
219,0,255,89.95101642676524,80.0,63.1264385494182,0,255,74.29211327315349,62.0,57.89339780563883,0,255,65.73175591835172,48.0,58.04186816984746,0.04788425,1149222,5588,0.4624885661706075,1.055793991416309,3270.7950604843973,2130.35997048438,Bumblebee,Bombus hortorum
220,0,255,86.24564390376857,73.0,69.15306055618244,0,255,76.08669197725885,58.0,65.6711917182429,0,255,64.87893814516099,43.0,64.15181447547008,0.0434161666666666,1041988,4941,0.5363433171905934,1.4395604395604396,2873.2268711347924,2664.9122533080995,Bumblebee,Bombus hortorum
221,0,255,94.697864259723,81.0,65.11812060350474,0,255,80.73899623346661,64.0,60.950526298198994,0,255,69.59042007836209,48.0,62.48456431326421,0.038485875,923661,5485,0.3858062038102008,0.8809523809523809,2967.398663578954,2423.23000646341,Bumblebee,Bombus hortorum
222,2,255,111.52193457831376,106.0,68.45712673465599,0,255,95.65791692101972,87.0,64.46151115597758,0,255,84.60774707545878,65.0,68.33706146630144,0.0401345,963228,6634,0.2750350405741193,0.8086642599277978,3067.6056769529123,2393.984454355563,Bumblebee,Bombus hortorum
223,18,255,143.70944972397157,139.0,59.170251111348094,14,255,136.4037462157393,131.0,57.78313120588826,0,255,125.03914045340974,125.0,58.55502521809424,0.007721125,185307,1634,0.8721628519070478,1.2337662337662338,2621.73701479167,2172.993923597058,Bee,Trachusa byssina 
224,11,255,136.7709760908902,136.0,47.929159340927846,12,254,127.46873238705469,123.0,43.61530415652769,0,255,106.50590867965946,104.0,47.02808477293632,0.022474,539376,4894,0.2829916049630075,1.3780385582564962,2774.7402350123107,1705.9985520304945,Butterfly,Macroglossum stellatarum
225,15,240,106.04824683682082,106.0,35.34583617453668,8,236,87.06307517411966,86.0,39.81264192075397,0,246,74.34414141915641,69.0,42.34972837986179,0.032730125,785523,6585,0.2276445257156657,1.4027777777777777,4122.410964414791,2532.66915163528,Butterfly,Macroglossum stellatarum
226,1,255,86.69796529319845,80.0,62.36405649121738,0,255,83.51525947857554,72.0,64.12619146271014,0,255,68.93429393864626,53.0,59.70833015612799,0.02533125,607950,4845,0.3254544124834324,0.759090909090909,3469.2339419360146,1903.9663344025005,Bumblebee,Bombus hortorum
227,3,255,85.493191497842,72.0,60.75422095534657,0,253,71.5519712343275,54.0,58.1498839256037,0,255,67.54166951362555,55.0,55.42551823428311,0.029271,702504,5241,0.3213885098877698,1.2849462365591398,2780.5288567751927,1717.7974474166697,Bumblebee,Bombus hortorum
228,2,255,91.38113784326517,97.0,66.08754629695328,1,255,77.06552575368046,72.0,61.51954521068559,0,255,79.05438842203549,66.0,71.49688533047811,0.0130305,312732,2773,0.5110724226366351,1.2258064516129032,3255.749072688436,1800.276971976005,Bumblebee,Bombus hortorum
229,0,255,100.58214917030786,97.0,43.770448303829205,0,250,80.20718807185271,83.0,38.25326483661868,0,236,54.82701261032478,51.0,31.026762874813027,0.026777,642648,5096,0.3109740757123197,0.8874281018898932,2811.21542430693,2036.5883018386423,Bee,Apis mellifera
230,2,234,83.8001314000977,76.0,56.36727695892045,1,223,73.2385036618804,63.0,52.23670586791476,0,255,77.43605637407516,58.0,61.88331792029773,0.026699625,640791,4848,0.3426107969544109,1.8053613053613051,3298.364524470537,1881.9280763930828,Bumblebee,Bombus hortorum
231,14,255,148.1031118003747,154.0,48.96924572875449,7,242,124.11433614764796,126.0,46.144169182798585,8,255,121.5345809111444,113.0,58.618048341468665,0.0173024166666666,415258,2899,0.6209139843955841,0.8493975903614458,2821.626632117864,1833.2507525442013,Bee,Apis mellifera
232,17,255,149.51025336641584,157.0,45.59258729260682,10,255,128.509045889228,138.0,45.699162713776026,4,255,115.63683977236252,119.0,43.149168252282095,0.0081782083333333,196277,2071,0.5750678356930663,0.7160883280757098,3027.8888764348344,1990.121491565492,Bee,Apis mellifera
233,4,250,102.01143822331832,116.0,46.67989088401064,3,235,93.91405276611049,107.0,44.53282129651716,2,233,83.52421871989519,86.0,37.24256695383008,0.0129755,311412,3306,0.3580465631019403,0.7249757045675413,4261.43280605757,1957.4879869754536,Bee,Trachusa byssina 
234,7,255,121.85413279655934,123.0,55.30810218421019,8,249,112.36626785882392,120.0,46.374749547695885,4,255,93.6615647751589,92.0,40.507788826028985,0.0393917083333333,945401,7473,0.2127335350064756,1.1260454002389486,3769.783144930035,1608.1587601451658,Butterfly,Macroglossum stellatarum
235,2,255,83.38800893434166,82.0,53.315627175057486,0,255,80.8505595301534,75.0,54.2113083091733,1,255,71.85426705518204,54.0,58.630371507111136,0.0073499166666666,176398,2872,0.2687414460370713,1.400943396226415,3204.7164366942934,1662.827106883298,Bee,Thyreus
236,3,255,56.33528961919799,24.0,63.37191271586538,0,255,34.13407754031444,18.0,42.00082335611194,0,255,26.87939529390849,14.0,43.280928860738086,0.1181235,2834964,7214,0.6845499394824747,1.216043307086614,2530.10201752121,1909.7091123555715,Butterfly,Aglais urticae
237,0,255,115.06090362074532,105.0,78.50006726118077,0,255,89.37359673970295,71.0,68.06048580777971,0,255,72.43051419098175,47.0,64.3949163126942,0.0686645,1647948,8084,0.3168843258047552,0.4894905593159957,3018.954042239197,1860.7563855170188,Butterfly,Aglais urticae
238,0,255,79.10444745225261,61.0,62.966194156943104,0,255,66.19780273607947,49.0,57.87441943081866,0,255,59.50999426839884,42.0,57.033633892618646,0.0740049166666666,1776118,11644,0.1646179867828654,0.7445790816326531,3443.221703175127,1371.4170528084285,Butterfly,Aglais urticae
239,2,226,92.2892798248841,98.0,51.089708861839085,0,218,72.56458039353491,72.0,46.22140892323688,0,233,59.03594012236882,53.0,42.259300490824806,0.022765875,546381,6335,0.171085110348167,0.6253521126760564,2885.8406130520643,1662.2969539570372,Wasp,Vespula germanica
240,3,236,93.43841679177449,84.0,55.59098623368496,1,231,75.83548412284344,64.0,53.8798578830738,0,245,59.99773386286765,50.0,46.70103176455515,0.02347975,563514,5549,0.2299773813597405,0.8957198443579767,2904.188062763303,1431.8246361226163,Wasp,Vespula germanica
241,3,220,94.15029414052424,99.0,50.09626591515685,2,210,73.5110144061309,66.0,45.7667631402929,0,214,54.52758411763983,45.0,38.62381953425668,0.0203559166666666,488542,7555,0.1075580283774567,1.1839402427637722,3122.167207732396,1914.5834749110616,Wasp,Vespula germanica
242,2,228,86.80148716023731,87.0,55.00009038581825,0,221,67.48573662560413,54.0,50.84452357549433,0,216,45.58439727800457,35.0,38.467564629015534,0.0267512083333333,642029,7142,0.1581702560234245,1.0201342281879195,3238.357057079976,1905.4543938046413,Wasp,Vespula germanica
243,2,253,88.77204061737022,92.0,53.07329191814082,0,242,70.71446885972858,69.0,46.6177875457435,2,255,81.32869701753931,80.0,51.08373586854861,0.024148125,579555,4375,0.3804945199752425,0.676056338028169,3203.2477556055937,1661.504859763094,Bee,Anthidium manicatum
244,13,228,113.5008258936035,110.0,52.71514163953957,9,218,88.21972113552012,71.0,54.18640260792369,2,202,63.12108202093155,39.0,53.01093823543645,0.006230625,149535,2534,0.2926439148675523,1.0774410774410774,2956.981796903735,2439.3914334436754,Bee,Apis mellifera
245,2,255,75.54136467739264,72.0,37.890965008328806,2,255,62.23474347331928,56.0,37.47317025613911,0,248,43.95999748699233,40.0,27.608286588934888,0.007295375,175089,4315,0.1181699702590388,1.344984802431611,2299.540730714094,3122.261261415623,Bee,Apis mellifera
246,7,214,98.70078530192126,98.0,46.799467155566,7,208,75.14430089463089,70.0,43.46632570423634,0,204,55.65772702425237,47.0,38.47385902589239,0.00625025,150006,2361,0.3381633369112006,0.8309178743961353,3122.461221551138,2161.824340359719,Bee,Apis mellifera
247,7,255,89.27736596780193,82.0,52.39772591626998,2,255,65.28778763489461,52.0,46.71005984051188,0,255,56.7122331460966,46.0,39.2679592748331,0.020050375,481209,4600,0.2857774403101278,0.782051282051282,3038.643123881723,1836.0721744605771,Bee,Apis mellifera
248,5,252,79.89334044318048,60.0,54.35553020103461,4,239,60.23562033416282,37.0,52.16396028410166,0,233,57.19134376110914,31.0,51.857601448776194,0.0070325,168780,2976,0.2394776527959728,1.2871794871794873,2825.669001066477,1661.6798198838726,Bee,Apis mellifera
249,6,255,140.45174934325593,141.0,57.82855726518165,3,255,111.76824076203218,119.0,52.95813713739536,3,255,103.18029976796204,102.0,53.47460114681416,0.01195925,287022,2930,0.4201359161400129,0.9545454545454546,2647.69633338211,1717.5936722620563,Bee,Apis mellifera
250,0,255,127.06082382310984,125.0,62.59178457761771,0,255,101.6260057061341,96.0,60.36123553431987,0,255,77.42946683309557,63.0,59.83946465389906,0.0233666666666666,560800,4430,0.3590958751651745,0.7647058823529411,2481.6419721825964,1641.7268473609129,Bee,Apis mellifera
